$GPRMC,115613.00,A,4532.2863352,N,12257.6437174,W,000.0,000.0,190918,000.0,W*5D,11:56:13 19/09/18
$GPRMC,115735.00,A,4532.9135697,N,12256.5913354,W,000.0,000.0,190918,000.0,W*5C,11:57:35 19/09/18
$GPRMC,115832.00,A,4532.1540804,N,12256.5182991,W,000.0,000.0,190918,000.0,W*5D,11:58:32 19/09/18
$GPRMC,120017.00,A,4532.2168038,N,12256.4452629,W,000.0,000.0,190918,000.0,W*5B,12:00:17 19/09/18
$GPRMC,120303.00,A,4532.2795273,N,12256.3722266,W,000.0,000.0,190918,000.0,W*58,12:03:03 19/09/18
$GPRMC,120454.00,A,4532.3422507,N,12256.2991903,W,000.0,000.0,190918,000.0,W*58,12:04:54 19/09/18
$GPRMC,120633.00,A,4532.4049742,N,12256.2261540,W,000.0,000.0,190918,000.0,W*59,12:06:33 19/09/18
$GPRMC,120844.00,A,4532.4855008,N,12256.2145030,W,000.0,000.0,190918,000.0,W*5C,12:08:44 19/09/18
$GPRMC,120928.00,A,4532.5660275,N,12256.2028519,W,000.0,000.0,190918,000.0,W*52,12:09:28 19/09/18
$GPRMC,121206.00,A,4533.4655427,N,12256.1912008,W,000.0,000.0,190918,000.0,W*55,12:12:06 19/09/18
$GPRMC,121546.00,A,4532.0262122,N,12253.2161805,W,000.0,000.0,190918,000.0,W*5C,12:15:46 19/09/18
$GPRMC,121631.00,A,4533.2065199,N,12252.4558475,W,000.0,000.0,190918,000.0,W*5B,12:16:31 19/09/18
$GPRMC,121713.00,A,4534.2444019,N,12255.5604480,W,000.0,000.0,190918,000.0,W*55,12:17:13 19/09/18
$GPRMC,121903.00,A,4534.2703465,N,12255.5996723,W,000.0,000.0,190918,000.0,W*5B,12:19:03 19/09/18
$GPRMC,122001.00,A,4535.1111109,N,12253.8182660,W,000.0,000.0,190918,000.0,W*5B,12:20:01 19/09/18
$GPRMC,122025.00,A,4535.4495980,N,12254.2090967,W,000.0,000.0,190918,000.0,W*5F,12:20:25 19/09/18
$GPRMC,122047.00,A,4535.5233856,N,12251.1517183,W,000.0,000.0,190918,000.0,W*54,12:20:47 19/09/18
$GPRMC,122124.00,A,4536.9676513,N,12250.4337914,W,000.0,000.0,190918,000.0,W*50,12:21:24 19/09/18
$GPRMC,122317.00,A,4536.4285793,N,12249.2093128,W,000.0,000.0,190918,000.0,W*59,12:23:17 19/09/18
$GPRMC,122414.00,A,4536.3721186,N,12246.2221181,W,000.0,000.0,190918,000.0,W*54,12:24:14 19/09/18
$GPRMC,122518.00,A,4535.3690325,N,12243.2318888,W,000.0,000.0,190918,000.0,W*54,12:25:18 19/09/18
$GPRMC,122715.00,A,4536.1621247,N,12247.3053401,W,000.0,000.0,190918,000.0,W*51,12:27:15 19/09/18
$GPRMC,122811.00,A,4535.3027257,N,12248.1014916,W,000.0,000.0,190918,000.0,W*5F,12:28:11 19/09/18
$GPRMC,122824.00,A,4535.4717699,N,12247.2205022,W,000.0,000.0,190918,000.0,W*5C,12:28:24 19/09/18
$GPRMC,122934.00,A,4536.2545959,N,12249.3713080,W,000.0,000.0,190918,000.0,W*5A,12:29:34 19/09/18
$GPRMC,122953.00,A,4535.4768941,N,12252.5161781,W,000.0,000.0,190918,000.0,W*53,12:29:53 19/09/18
$GPRMC,123052.00,A,4536.2373226,N,12250.4671736,W,000.0,000.0,190918,000.0,W*52,12:30:52 19/09/18
$GPRMC,123224.00,A,4536.1117411,N,12248.3917056,W,000.0,000.0,190918,000.0,W*50,12:32:24 19/09/18
$GPRMC,123356.00,A,4535.4212555,N,12251.1346188,W,000.0,000.0,190918,000.0,W*53,12:33:56 19/09/18
$GPRMC,123502.00,A,4535.2052282,N,12249.8952832,W,000.0,000.0,190918,000.0,W*5E,12:35:02 19/09/18
$GPRMC,123550.00,A,4535.7480118,N,12247.5368809,W,000.0,000.0,190918,000.0,W*5F,12:35:50 19/09/18
$GPRMC,123740.00,A,4533.5490740,N,12244.2250092,W,000.0,000.0,190918,000.0,W*56,12:37:40 19/09/18
$GPRMC,123846.00,A,4534.4048460,N,12246.1257331,W,000.0,000.0,190918,000.0,W*55,12:38:46 19/09/18
$GPRMC,123944.00,A,4534.4783406,N,12246.2043520,W,000.0,000.0,190918,000.0,W*54,12:39:44 19/09/18
$GPRMC,124053.00,A,4534.3070306,N,12243.1051671,W,000.0,000.0,190918,000.0,W*55,12:40:53 19/09/18
$GPRMC,124241.00,A,4533.5170219,N,12242.3279213,W,000.0,000.0,190918,000.0,W*50,12:42:41 19/09/18
$GPRMC,124411.00,A,4534.3083760,N,12245.5415488,W,000.0,000.0,190918,000.0,W*5D,12:44:11 19/09/18
$GPRMC,124514.00,A,4533.5908417,N,12246.5534608,W,000.0,000.0,190918,000.0,W*5A,12:45:14 19/09/18
$GPRMC,124645.00,A,4532.5732749,N,12248.3324401,W,000.0,000.0,190918,000.0,W*57,12:46:45 19/09/18
$GPRMC,124744.00,A,4531.5550489,N,12245.8276978,W,000.0,000.0,190918,000.0,W*5E,12:47:44 19/09/18
$GPRMC,124833.00,A,4531.4405487,N,12243.2268364,W,000.0,000.0,190918,000.0,W*5B,12:48:33 19/09/18
$GPRMC,124916.00,A,4531.4995851,N,12246.0188013,W,000.0,000.0,190918,000.0,W*57,12:49:16 19/09/18
$GPRMC,125007.00,A,4532.4210094,N,12247.3183045,W,000.0,000.0,190918,000.0,W*51,12:50:07 19/09/18
$GPRMC,125110.00,A,4531.4385406,N,12244.2041621,W,000.0,000.0,190918,000.0,W*5E,12:51:10 19/09/18
$GPRMC,125314.00,A,4531.1402178,N,12242.4516806,W,000.0,000.0,190918,000.0,W*55,12:53:14 19/09/18
$GPRMC,125405.00,A,4531.2443192,N,12240.1697624,W,000.0,000.0,190918,000.0,W*53,12:54:05 19/09/18
$GPRMC,125423.00,A,4530.1484639,N,12240.3030387,W,000.0,000.0,190918,000.0,W*5D,12:54:23 19/09/18
$GPRMC,125615.00,A,4529.5681870,N,12237.3348374,W,000.0,000.0,190918,000.0,W*52,12:56:15 19/09/18
$GPRMC,125739.00,A,4530.4771072,N,12240.4984956,W,000.0,000.0,190918,000.0,W*57,12:57:39 19/09/18
$GPRMC,125803.00,A,4529.4087575,N,12240.1312987,W,000.0,000.0,190918,000.0,W*59,12:58:03 19/09/18
$GPRMC,125827.00,A,4528.5798770,N,12242.2364573,W,000.0,000.0,190918,000.0,W*56,12:58:27 19/09/18
$GPRMC,125940.00,A,4529.3857685,N,12245.1918495,W,000.0,000.0,190918,000.0,W*5A,12:59:40 19/09/18
$GPRMC,130117.00,A,4529.2162883,N,12243.1535877,W,000.0,000.0,190918,000.0,W*57,13:01:17 19/09/18
